Marital status,Age,Income,Settlement size,Occupation_Skilled employee/Official,Occupation_Unemployed,Sex_Male,Education_High school,Education_University
1,-1.4122890646987956,0.9711368673772248,0,1,0,0,1,0
2,-0.5190992952350368,-0.22432295480055314,1,1,0,1,1,0
2,0.9993233128533529,-0.9894710944068749,2,0,1,1,1,0
2,-0.16182338744953334,-5.752094818429176e-07,0,0,0,1,1,0
1,-0.9656941799669161,0.06645682750425656,0,1,0,0,1,0
1,-1.3229700877524195,-0.13572263299297002,0,1,0,1,1,0
2,-0.6084182721814126,-0.30836865288766885,2,1,0,1,1,0
2,0.016814566443218378,0.8018996539148254,0,1,0,1,1,0
2,-1.4122890646987956,-0.907287349413032,1,1,0,1,1,0
1,1.7138751284243599,-1.656823728468066,2,0,1,0,0,1
2,2.5177459209417425,0.05445439141069777,2,0,1,1,0,1
2,-0.6084182721814126,3.1696451436171853,0,0,0,1,1,0
2,0.016814566443218378,0.47141730257499787,0,0,0,1,1,0
1,-0.2511423643959092,-0.3175924820574205,2,1,0,1,1,0
2,-0.9656941799669161,-0.5666931605051228,0,1,0,1,1,0
0,-0.9656941799669161,-0.40043507199195993,2,1,0,1,1,0
1,-1.144332133859668,-1.0164837369754331,1,0,1,1,1,0
0,0.10613354338959424,0.8373913444158262,1,1,0,0,1,0
2,2.5177459209417425,-1.0254211118231429,2,0,1,1,0,1
1,-0.8763752030205403,-5.752094818429176e-07,2,0,1,0,1,0
2,0.28477149728234596,0.5432886919753296,1,0,0,1,1,0
1,-0.5190992952350368,-0.3911539519577999,1,1,0,0,1,0
2,-0.6084182721814126,-0.08192651131348694,0,1,0,1,1,0
2,0.4634094511750977,-1.4501182896825764,2,0,1,1,1,0
1,-0.5190992952350368,1.6819159766599796,0,0,0,0,1,0
1,0.4634094511750977,-1.1025346153168427,2,0,1,0,0,1
0,-0.16182338744953334,-0.23867431633485614,1,1,0,0,1,0
2,-0.0725044105031575,0.04061864765607034,2,1,0,1,1,0
1,1.7138751284243599,1.501220590315901,0,0,0,0,0,1
0,2.249788990102615,1.5900500755811178,1,1,0,1,0,1
2,-0.5190992952350368,-5.752094818429176e-07,0,0,0,1,1,0
1,-0.6084182721814126,-0.7170530341449558,1,1,0,0,1,0
2,-0.16182338744953334,-0.18971927269788247,1,1,0,1,1,0
2,-0.0725044105031575,0.6680109037924059,0,0,0,1,1,0
2,-0.4297803182886609,0.3076800120958044,2,1,0,1,1,0
1,-0.6084182721814126,0.736588068489255,1,0,0,0,1,0
2,0.016814566443218378,0.17112723677839456,1,1,0,1,1,0
2,-0.0725044105031575,0.005556638638132489,2,1,0,1,1,0
1,-0.7870562260741644,-0.810866824613703,0,1,0,0,1,0
2,-0.34046134134228506,0.2692091966455671,0,1,0,1,1,0
2,0.10613354338959424,-5.752094818429176e-07,0,1,0,1,1,0
2,0.016814566443218378,-0.4294528948148121,1,1,0,1,1,0
1,-0.16182338744953334,1.2016180148921987,2,0,0,0,1,0
2,0.1954525203359701,-0.39187008776290483,0,1,0,1,1,0
2,-0.16182338744953334,-0.4121796991956809,0,1,0,1,1,0
2,2.4284269439953667,0.5183385205254735,1,1,0,1,0,1
0,-0.6084182721814126,-1.2626339359061032,2,0,1,0,1,0
2,-0.34046134134228506,-5.752094818429176e-07,1,1,0,1,1,0
1,-0.8763752030205403,-0.1679487442226923,1,1,0,0,1,0
2,-0.0725044105031575,-0.4982305775370905,2,0,1,1,1,0
1,-1.2336511108060437,0.35990063500405667,2,1,0,1,1,0
1,-1.144332133859668,-0.8733998031154663,0,1,0,0,1,0
2,-0.6977372491277886,-1.7650461713355245,2,0,1,1,1,0
2,0.016814566443218378,0.29708120218025136,0,0,0,1,1,0
1,-0.2511423643959092,-0.28336119057340436,2,1,0,1,1,0
1,-0.8763752030205403,-5.752094818429176e-07,1,1,0,0,1,0
2,-1.055013156913292,0.3029535157821118,2,1,0,1,1,0
2,-0.9656941799669161,0.7782958177785666,0,1,0,1,1,0
2,0.28477149728234596,-0.7638310249344105,2,0,1,1,1,0
2,0.7313663820142253,-0.3134675398200161,1,1,0,1,1,0
1,-1.144332133859668,-0.615590913277688,2,0,1,0,1,0
2,-0.8763752030205403,-0.5431752606654765,2,1,0,1,1,0
1,1.8925130823171115,1.9365165780908877,1,1,0,0,0,1
1,-0.5190992952350368,0.5874885938664065,2,1,0,0,1,0
2,0.7313663820142253,0.3733353427078253,0,1,0,1,1,0
2,0.9993233128533529,0.7982903294570965,0,0,0,1,1,0
2,1.4459181975852322,0.3090549928416059,0,1,0,1,1,0
1,2.339107967048991,0.9277676830200696,0,1,0,0,0,1
2,-0.0725044105031575,-1.0082911433650328,2,0,1,1,1,0
2,-0.8763752030205403,-0.16379515655308366,1,1,0,1,1,0
2,-0.8763752030205403,-0.5994062440823164,1,1,0,1,1,0
1,0.5527284281214736,2.8421705626587985,0,0,0,0,0,1
1,-0.7870562260741644,-0.17831839068061184,2,1,0,0,1,0
2,0.1954525203359701,-0.4980300595116611,2,1,0,1,1,0
2,0.28477149728234596,-5.752094818429176e-07,2,0,1,1,1,0
1,-1.4122890646987956,-0.35672214244835443,0,1,0,1,1,0
2,-0.6084182721814126,2.9255001249408092,0,0,0,1,1,0
2,0.3740904742287218,-0.3754562551098996,2,1,0,1,1,0
1,-0.34046134134228506,-1.1501719690724235,2,0,1,1,1,0
1,-0.6977372491277886,0.26834983367944115,2,1,0,1,1,0
1,0.016814566443218378,-5.752094818429176e-07,1,1,0,0,1,0
2,0.5527284281214736,0.7449238892606764,1,1,0,1,1,0
1,1.1779612667461046,0.6940496016660215,0,1,0,1,0,1
2,0.1954525203359701,0.12188573881937889,2,1,0,1,1,0
1,-1.055013156913292,-5.752094818429176e-07,2,1,0,0,1,0
2,-0.7870562260741644,-1.6077827485344798,2,0,1,1,1,0
2,0.016814566443218378,1.0353026355146273,0,1,0,1,1,0
2,-0.16182338744953334,2.439186622410147,0,0,0,1,1,0
1,-0.6977372491277886,-0.6092316273283561,1,1,0,1,1,0
2,0.8206853589606011,2.910661791059035,0,0,0,1,1,0
2,-0.8763752030205403,-0.9225267193456651,0,1,0,1,1,0
2,-0.34046134134228506,1.1538660794078013,0,0,0,1,1,0
2,-0.8763752030205403,0.12328936499738458,0,1,0,1,1,0
1,0.016814566443218378,-0.7619117809767293,1,1,0,1,1,0
2,1.624556151477984,0.12870335168397792,2,1,0,1,1,0
1,0.10613354338959424,-0.5092017780712982,2,1,0,0,1,0
2,0.3740904742287218,-1.296406900474852,2,0,1,1,1,0
1,-1.144332133859668,-5.752094818429176e-07,1,1,0,0,1,0
2,0.6420474050678494,-0.025237200981379916,0,1,0,1,1,0
2,0.016814566443218378,-0.7102354212803569,0,1,0,1,1,0
2,0.7313663820142253,0.7944804869739382,0,1,0,1,1,0
1,-1.055013156913292,-0.09650703630542351,2,1,0,0,1,0
2,1.535237174531608,1.4434427535600347,1,1,0,1,1,0
1,-1.144332133859668,0.34930182508850355,1,1,0,0,1,0
1,-0.8763752030205403,-1.2235329209473733,2,0,1,0,1,0
2,-0.5190992952350368,-5.752094818429176e-07,0,1,0,1,1,0
1,-0.4297803182886609,-0.005786952514729756,2,1,0,0,1,0
2,0.5527284281214736,-1.2116737120148355,2,0,1,1,1,0
1,-0.4297803182886609,-0.2961943442008849,1,1,0,1,1,0
2,0.4634094511750977,-1.4657873410982725,2,0,1,1,1,0
2,-0.34046134134228506,-0.11125943389058528,2,1,0,1,1,0
2,-0.6977372491277886,0.48571137324489244,1,1,0,0,1,0
1,0.4634094511750977,-0.28740019651419624,2,1,0,1,1,0
1,-0.8763752030205403,-0.2962516350652933,1,1,0,1,1,0
2,-0.9656941799669161,-0.30023335014167674,0,1,0,1,1,0
1,-0.2511423643959092,0.26981075072185523,1,1,0,1,1,0
1,2.5177459209417425,1.428862228568098,1,0,0,0,0,0
1,0.10613354338959424,0.5744262767812924,1,1,0,0,1,0
2,0.5527284281214736,-5.752094818429176e-07,0,0,0,1,1,0
1,0.8206853589606011,-5.752094818429176e-07,2,0,1,0,0,1
1,-1.144332133859668,-0.43240337433184445,1,1,0,1,1,0
2,2.1604700131562393,0.20449916529628473,2,1,0,1,0,1
2,-0.4297803182886609,0.7292261924127762,2,1,0,1,1,0
2,-0.16182338744953334,-5.752094818429176e-07,1,0,1,1,1,0
2,2.249788990102615,-0.8456996701740073,2,0,1,1,0,1
1,0.10613354338959424,-0.12062649022135788,0,1,0,0,1,0
2,-0.34046134134228506,-0.5673520054458193,0,1,0,1,1,0
0,-1.055013156913292,-1.6609486707054706,2,0,1,0,1,0
2,-0.0725044105031575,1.510329837756836,1,1,0,1,1,0
1,-1.144332133859668,-0.7226961842891828,1,1,0,0,1,0
2,0.8206853589606011,-0.30175155804849924,2,0,1,1,1,0
0,0.016814566443218378,1.0640053585832334,1,1,0,1,1,0
2,-0.7870562260741644,0.08476125868273882,0,1,0,1,1,0
1,2.5177459209417425,1.4557602894078396,2,0,0,0,0,0
2,-1.2336511108060437,-0.5988046900060282,2,1,0,1,1,0
1,-0.6977372491277886,0.3886320035048668,0,1,0,0,1,0
1,-0.6084182721814126,0.5163046948389755,0,1,0,0,1,0
2,-0.7870562260741644,-0.13159769075556557,2,1,0,1,1,0
2,-0.4297803182886609,-1.088355126375765,2,0,1,1,1,0
2,1.1779612667461046,0.20942617963540672,1,1,0,1,1,0
2,-1.055013156913292,-1.6111629095345752,2,0,1,1,1,0
1,-0.6084182721814126,-0.1560608898579503,2,1,0,0,1,0
2,0.10613354338959424,2.7848510528181993,1,1,0,1,1,0
2,0.10613354338959424,1.5330743109269689,0,0,0,1,1,0
1,-1.144332133859668,-5.752094818429176e-07,2,1,0,0,1,0
1,0.016814566443218378,-0.43767413385741677,1,1,0,1,1,0
2,-0.16182338744953334,0.9206349704012244,1,1,0,1,1,0
2,0.4634094511750977,0.5635410125436973,2,1,0,1,1,0
0,-0.4297803182886609,-5.752094818429176e-07,1,1,0,0,1,0
1,-1.144332133859668,-0.9666120395079253,2,0,1,0,1,0
2,0.1954525203359701,0.7803009980328605,2,1,0,1,1,0
1,-0.8763752030205403,1.4253674858391858,2,0,0,0,1,0
1,-1.2336511108060437,-1.6571674736545166,2,0,1,0,1,0
2,-0.7870562260741644,-1.4123922554696482,2,0,1,1,1,0
1,-1.055013156913292,-0.20704975918142202,1,1,0,0,1,0
0,-0.7870562260741644,0.15835137401532243,2,1,0,0,1,0
1,-0.2511423643959092,-0.2381586985551806,0,1,0,0,1,0
1,-0.7870562260741644,0.01266070582477349,1,1,0,1,1,0
1,-0.7870562260741644,-1.6223346280942121,2,0,1,1,1,0
2,-0.5190992952350368,-0.49164212813012503,1,1,0,1,1,0
2,1.1779612667461046,-0.3481285127870951,2,0,1,1,1,0
1,-0.8763752030205403,-0.5463549036401424,1,1,0,0,1,0
2,-0.2511423643959092,-0.9172559598200928,2,0,1,1,1,0
1,0.016814566443218378,1.1120151029574685,1,0,0,0,0,1
1,-1.4122890646987956,-0.5044179908931972,0,1,0,0,1,0
2,0.016814566443218378,-0.13300131693357123,2,1,0,1,1,0
2,-1.3229700877524195,-1.7503797100469753,2,0,1,1,1,0
1,0.9993233128533529,-1.0882978355113566,2,0,1,1,0,1
2,2.1604700131562393,0.26333688304370656,1,1,0,1,0,1
2,1.9818320592634875,-5.752094818429176e-07,2,0,1,0,0,1
0,0.5527284281214736,0.2357513318310643,0,1,0,0,0,1
1,0.016814566443218378,0.033543225901633535,2,0,1,0,1,0
1,-1.4122890646987956,-5.752094818429176e-07,2,0,1,0,1,0
2,0.3740904742287218,0.4214883142430815,0,0,0,1,1,0
1,-0.34046134134228506,-0.7497661177221495,1,0,1,0,1,0
1,0.016814566443218378,-0.6000364435908088,1,1,0,0,1,0
2,0.016814566443218378,-0.33801667521901335,2,0,1,1,1,0
2,-0.4297803182886609,-0.25388504083528507,2,1,0,1,1,0
2,-0.34046134134228506,0.06817555343650841,0,1,0,1,1,0
1,0.8206853589606011,0.4044156366493797,2,1,0,0,0,1
1,-0.5190992952350368,-0.32638662974410915,0,1,0,0,1,0
1,-0.16182338744953334,-0.841603373368807,2,1,0,0,1,0
1,-0.6977372491277886,0.8979764335277042,0,0,0,0,1,0
1,-1.144332133859668,-0.13036593717078507,1,1,0,0,1,0
2,-1.2336511108060437,0.3284765958760519,1,1,0,1,1,0
2,2.5177459209417425,2.0696032561115896,1,0,0,1,0,1
1,1.2672802436924804,0.999438554394972,0,1,0,0,0,1
2,-0.2511423643959092,-0.40725268485655897,0,1,0,1,1,0
2,0.8206853589606011,-0.33956352855804006,2,1,0,1,1,0
1,-1.2336511108060437,-0.4289659224673407,1,1,0,0,1,0
1,1.0886422897997288,-0.04136457931234316,2,0,1,0,0,1
1,-0.6084182721814126,1.2238182248504517,0,1,0,0,1,0
1,-1.2336511108060437,-0.020653931828708304,0,1,0,0,1,0
1,-1.2336511108060437,-0.5222640951564123,2,1,0,0,1,0
2,1.0886422897997288,3.8447033989413053,1,0,0,1,1,0
2,-0.7870562260741644,-5.752094818429176e-07,0,0,0,1,1,0
2,0.10613354338959424,0.13099498626031372,2,1,0,1,1,0
1,-1.3229700877524195,-5.752094818429176e-07,2,1,0,0,1,0
0,1.1779612667461046,-1.2012754201247118,2,0,1,1,0,1
2,-0.7870562260741644,0.1537108139982424,1,1,0,1,1,0
2,-0.34046134134228506,-0.5733961916409049,0,1,0,1,1,0
1,0.1954525203359701,-5.752094818429176e-07,2,1,0,1,1,0
1,-1.2336511108060437,-0.5085142876983975,0,1,0,0,1,0
2,2.5177459209417425,0.47494069073611417,1,1,0,1,0,1
2,-0.0725044105031575,-0.38135721414396434,1,1,0,1,1,0
2,0.4634094511750977,-5.752094818429176e-07,0,1,0,1,1,0
2,-0.6084182721814126,-0.023002857269452507,1,1,0,1,1,0
2,0.016814566443218378,0.9822226496402492,1,1,0,1,1,0
2,0.016814566443218378,-0.06846315817751408,2,0,1,1,0,1
1,-0.6977372491277886,0.12414872796351051,0,1,0,0,1,0
2,0.7313663820142253,-0.29284282863299377,0,1,0,1,1,0
2,-1.144332133859668,-0.5448939865977284,1,1,0,1,1,0
1,-1.5016080416451714,-0.5435190058519269,2,1,0,0,1,0
1,-0.9656941799669161,-1.179819991403768,2,0,1,0,1,0
2,0.9993233128533529,-5.752094818429176e-07,2,1,0,1,1,0
1,-0.6977372491277886,-5.752094818429176e-07,0,1,0,0,1,0
2,-1.3229700877524195,3.0590164844445744,1,1,0,1,1,0
1,-0.16182338744953334,-0.33466515965112226,1,1,0,0,1,0
2,-0.8763752030205403,-5.752094818429176e-07,2,1,0,1,1,0
1,-0.7870562260741644,-2.4176750532437583,2,0,1,0,1,0
2,0.1954525203359701,-1.0988966454269098,2,0,1,1,1,0
2,0.3740904742287218,-5.752094818429176e-07,0,0,0,1,1,0
1,0.016814566443218378,-0.3745109558471611,1,1,0,1,1,0
1,-0.34046134134228506,0.4699563855325838,1,0,0,1,1,0
2,-0.7870562260741644,1.0860909868126698,0,1,0,1,1,0
1,-0.34046134134228506,0.35391373967337936,0,1,0,1,1,0
1,-0.8763752030205403,0.2265275026613127,0,1,0,0,1,0
2,0.1954525203359701,-0.08098121205074843,1,1,0,1,1,0
2,0.3740904742287218,-5.752094818429176e-07,2,0,1,1,1,0
2,1.2672802436924804,2.3324250965851023,0,0,0,1,1,0
2,0.10613354338959424,-5.752094818429176e-07,2,0,1,1,1,0
2,0.8206853589606011,-0.06376530729602567,1,1,0,1,1,0
2,0.5527284281214736,2.9618798238401403,0,0,0,1,1,0
2,-0.0725044105031575,-0.2804393564885762,2,1,0,1,1,0
2,-1.2336511108060437,-5.752094818429176e-07,0,1,0,1,1,0
2,0.016814566443218378,-1.1458178633773854,2,0,1,1,1,0
2,0.10613354338959424,-5.752094818429176e-07,1,1,0,1,1,0
1,0.016814566443218378,0.536241915653097,1,1,0,0,1,0
2,0.4634094511750977,-5.752094818429176e-07,0,1,0,1,1,0
1,-1.144332133859668,-0.23976284275861565,1,1,0,1,1,0
1,-1.144332133859668,-0.8645483645643692,1,1,0,1,1,0
2,1.2672802436924804,0.03345728960502094,1,1,0,1,1,0
2,-0.0725044105031575,0.48032603199050333,0,0,0,1,1,0
1,1.2672802436924804,-5.752094818429176e-07,2,0,1,0,0,1
2,-0.7870562260741644,1.4872989102646612,0,0,0,1,1,0
2,-0.16182338744953334,1.430896054254596,1,1,0,1,1,0
1,-0.7870562260741644,0.0872820567167082,1,1,0,0,1,0
2,0.6420474050678494,0.5890354472054331,2,1,0,1,1,0
2,0.9993233128533529,0.6939063745050005,2,1,0,1,1,0
2,-0.7870562260741644,-0.44283031165417236,2,0,1,1,1,0
2,-0.4297803182886609,0.9487647848257464,1,1,0,1,1,0
2,0.5527284281214736,2.9443488193311715,1,0,0,1,1,0
1,-1.055013156913292,0.2562328158570656,0,1,0,1,1,0
2,0.4634094511750977,-5.752094818429176e-07,1,0,1,1,1,0
1,-0.8763752030205403,1.1770688794932012,1,0,0,0,1,0
2,-0.2511423643959092,0.4449489232183193,0,1,0,1,1,0
1,-1.055013156913292,1.0939398352366199,2,1,0,1,1,0
2,2.5177459209417425,-0.46666331124806476,2,0,1,1,0,1
1,1.8031941053707357,0.18043700224475875,1,1,0,0,0,1
2,0.10613354338959424,-0.25316890503018014,1,1,0,1,1,0
1,-0.2511423643959092,-5.752094818429176e-07,0,1,0,1,1,0
1,0.9993233128533529,0.839682978992162,1,1,0,1,0,1
2,-0.4297803182886609,1.4788198623322186,2,0,1,1,1,0
2,-0.16182338744953334,0.8464719464245569,1,1,0,1,1,0
2,-0.7870562260741644,-0.22234641997846352,1,1,0,1,1,0
2,-0.5190992952350368,0.3917257101829202,0,1,0,1,1,0
2,-0.0725044105031575,0.2181916818898912,1,1,0,1,1,0
2,-0.4297803182886609,-5.752094818429176e-07,0,1,0,1,1,0
1,-0.9656941799669161,-0.7982341890116518,0,1,0,1,1,0
1,-0.9656941799669161,-0.4422287575778842,1,0,1,0,1,0
2,-0.6084182721814126,0.3782337116147431,1,1,0,1,1,0
2,0.7313663820142253,-0.28238724587846165,2,0,1,1,1,0
2,-0.6977372491277886,-0.45743948207831314,1,1,0,1,1,0
2,1.2672802436924804,0.5305128292122575,2,1,0,1,1,0
2,-0.6084182721814126,-0.5015534476727774,2,1,0,1,1,0
1,0.1954525203359701,-2.1179006052268305,2,0,1,0,1,0
2,-1.055013156913292,-0.6819623796948138,1,1,0,1,1,0
2,0.3740904742287218,1.0875232584228796,1,0,0,1,1,0
0,-0.6084182721814126,-0.636616660515569,2,0,1,0,1,0
2,0.910004335906977,1.0667839655070406,2,1,0,1,1,0
0,0.9993233128533529,0.8328367206953589,2,1,0,0,0,1
2,0.4634094511750977,0.5443772183990891,1,1,0,1,1,0
1,-0.34046134134228506,0.16207528020186812,0,1,0,0,1,0
1,-0.0725044105031575,1.515113624934937,1,1,0,0,1,0
2,-1.055013156913292,1.2715415149026448,1,1,0,1,1,0
1,-0.9656941799669161,0.12337530129399717,1,1,0,0,1,0
1,-0.9656941799669161,-0.361448638762047,1,1,0,0,1,0
2,0.10613354338959424,-0.8989801740738147,2,0,1,1,1,0
2,-0.34046134134228506,0.8116391008642526,0,0,0,1,1,0
1,-0.0725044105031575,-5.752094818429176e-07,0,1,0,0,1,0
2,0.910004335906977,0.8660367766200239,1,0,0,1,1,0
2,-0.9656941799669161,-1.7005080125794674,2,0,1,1,1,0
2,-0.7870562260741644,3.8661588276622494,0,0,0,1,1,0
2,2.4284269439953667,1.8031148003159394,1,1,0,1,0,1
2,0.3740904742287218,0.034832270350822425,0,1,0,1,1,0
2,-0.34046134134228506,0.27909187075601527,0,0,0,1,1,0
2,-0.4297803182886609,0.36431203156350306,0,1,0,1,1,0
1,-0.4297803182886609,-5.752094818429176e-07,1,1,0,1,1,0
2,-0.16182338744953334,0.7942226780841005,1,0,0,1,1,0
1,-1.055013156913292,0.5632832036538595,0,1,0,0,1,0
1,-1.055013156913292,-1.4954067179974126,2,0,1,0,1,0
1,2.5177459209417425,0.37514000493668975,2,0,1,0,0,0
1,-1.3229700877524195,-0.3355531680494524,0,1,0,0,1,0
1,0.4634094511750977,-0.21575797057149806,2,0,1,0,0,1
1,0.9993233128533529,-0.287658005404034,2,0,1,1,0,1
1,-0.9656941799669161,-0.43334867359458296,1,1,0,0,1,0
1,2.071151036209863,1.8482313560375507,1,1,0,0,0,1
1,0.016814566443218378,1.21138610727383,0,1,0,1,1,0
2,-0.2511423643959092,1.0473337170403905,1,1,0,1,1,0
2,-1.3229700877524195,-1.5584553142788515,2,0,1,1,1,0
1,0.7313663820142253,-0.9092638842351217,2,0,1,0,0,1
1,-0.6977372491277886,0.9936235316575199,1,1,0,0,1,0
1,0.10613354338959424,0.25282400942476607,2,1,0,0,1,0
1,-0.6084182721814126,-1.2231605303287187,2,0,1,0,1,0
1,-1.144332133859668,3.2995235332310173,0,0,0,0,1,0
2,0.016814566443218378,-5.752094818429176e-07,2,0,1,1,1,0
2,0.8206853589606011,2.021536220872946,0,0,0,1,1,0
1,-0.8763752030205403,0.034116134545717484,2,0,1,0,1,0
2,-0.34046134134228506,0.031939081698198465,1,1,0,1,1,0
2,-1.144332133859668,-1.5131668859640153,2,0,1,1,1,0
2,0.4634094511750977,0.08052173471651758,1,1,0,1,1,0
2,-0.5190992952350368,3.7186921426750406,1,0,0,1,1,0
2,-0.6977372491277886,-5.752094818429176e-07,2,0,1,1,1,0
1,-1.144332133859668,-0.30607701831133305,1,1,0,0,1,0
1,0.10613354338959424,-5.752094818429176e-07,2,0,1,0,1,0
2,-0.8763752030205403,0.31194818149422987,2,1,0,1,1,0
2,-0.2511423643959092,-0.138329367323552,1,1,0,1,1,0
1,1.1779612667461046,-0.2847648167514101,0,1,0,0,0,1
1,-1.144332133859668,-1.5875590733983163,2,0,1,0,1,0
1,-1.144332133859668,-0.9801613289405107,2,0,1,0,1,0
1,-0.9656941799669161,-5.752094818429176e-07,0,1,0,0,1,0
2,1.7138751284243599,1.119205106440722,1,1,0,1,1,0
1,-0.34046134134228506,-0.4375595521286,1,1,0,0,1,0
2,2.5177459209417425,-0.8802747068444737,2,0,1,1,0,1
2,0.28477149728234596,0.03096513700325575,1,1,0,1,1,0
2,-0.4297803182886609,-0.6339239898883745,2,1,0,1,1,0
2,-0.0725044105031575,-0.7355579833488675,1,1,0,1,1,0
1,2.071151036209863,1.2133912875281239,1,1,0,0,0,1
1,-1.055013156913292,-0.3896643894831816,0,1,0,0,1,0
2,-1.055013156913292,-1.427459752809056,2,0,1,1,1,0
2,-0.5190992952350368,3.3064843732566374,0,0,0,1,1,0
1,-0.7870562260741644,0.0433972545798775,0,1,0,1,1,0
1,0.3740904742287218,-1.0075177166955194,2,0,1,1,1,0
1,-0.4297803182886609,-0.9338989559307316,2,0,1,1,1,0
1,-0.4297803182886609,-0.016013371811628294,2,1,0,0,1,0
2,-0.6977372491277886,0.1669450036765817,0,1,0,1,1,0
2,2.4284269439953667,-0.6899831007119891,2,0,1,1,0,1
1,-0.8763752030205403,-5.752094818429176e-07,2,1,0,0,1,0
0,-0.9656941799669161,2.1263212118759007,0,0,0,0,1,0
2,0.016814566443218378,0.8572426289333351,0,0,0,1,1,0
2,1.4459181975852322,0.46093307438826153,0,1,0,1,1,0
2,0.016814566443218378,-0.23987742448743243,2,0,1,1,0,1
1,-0.9656941799669161,-0.5738831639883764,2,1,0,0,1,0
2,0.10613354338959424,0.09223771648803439,0,1,0,1,1,0
1,-0.9656941799669161,0.014064332002779173,1,1,0,0,1,0
2,0.1954525203359701,2.7329741750963974,1,1,0,1,1,0
1,2.5177459209417425,1.331439113641622,1,1,0,0,0,0
2,-0.9656941799669161,0.460274229447565,1,1,0,1,1,0
2,2.1604700131562393,1.3393452529299805,0,1,0,1,0,1
2,-0.4297803182886609,-1.2308088607272396,2,0,1,1,1,0
1,-1.144332133859668,-0.9815363096863122,2,0,1,0,1,0
1,2.1604700131562393,2.6293063559494065,2,0,0,1,0,1
2,-0.0725044105031575,0.1667731310833565,2,0,1,1,1,0
2,0.3740904742287218,0.6977162169881588,2,1,0,1,1,0
2,0.1954525203359701,-0.10051739681401117,1,1,0,1,1,0
2,1.2672802436924804,1.3865815706347024,1,1,0,1,1,0
2,-0.7870562260741644,0.541025702831198,1,1,0,1,1,0
1,0.28477149728234596,-0.04646346624469033,0,1,0,0,0,1
2,0.4634094511750977,1.806953288231302,0,0,0,1,1,0
1,-0.7870562260741644,-0.6848842137796419,2,1,0,1,1,0
1,1.3565992206388564,-5.752094818429176e-07,0,1,0,1,0,1
2,-0.34046134134228506,0.6213188492995638,0,1,0,1,1,0
1,-1.2336511108060437,2.807022272235467e-05,1,1,0,0,1,0
2,1.3565992206388564,1.505546050578735,1,1,0,1,1,0
1,-1.2336511108060437,-1.5328749433205031,2,0,1,0,1,0
1,1.624556151477984,-5.752094818429176e-07,1,1,0,1,0,1
2,-0.0725044105031575,-1.960522600696969,2,0,1,1,1,0
2,1.624556151477984,-0.052249843549938245,0,1,0,1,1,0
1,1.0886422897997288,-0.5332639411228242,2,0,1,0,0,1
1,-1.055013156913292,0.20103306799957682,2,1,0,0,1,0
2,-0.0725044105031575,-0.6571840808381829,2,1,0,1,1,0
1,-1.055013156913292,-0.37989629710155026,2,0,1,0,1,0
2,-1.055013156913292,1.3725453088546455,0,1,0,1,1,0
1,-0.8763752030205403,-1.4828027278275657,1,0,1,1,1,0
2,2.5177459209417425,0.015697121638418434,0,1,0,1,0,1
2,1.7138751284243599,3.2014129279316403,0,0,0,1,1,0
1,-0.8763752030205403,-1.9000234478817037,2,0,1,0,1,0
1,-0.8763752030205403,-0.5362717115042649,0,1,0,1,1,0
1,-0.6977372491277886,-1.4662456680135396,2,0,1,1,1,0
2,-1.055013156913292,1.4709996593404726,1,1,0,1,1,0
2,1.624556151477984,0.3476117445884559,0,1,0,1,1,0
2,0.910004335906977,0.4067932075223281,0,1,0,1,1,0
1,1.624556151477984,2.01337227269475,2,1,0,0,0,1
1,2.339107967048991,0.9205203886724076,1,1,0,1,0,1
1,-1.055013156913292,-0.5464121945045508,1,1,0,0,1,0
1,0.6420474050678494,4.56496414628365,0,0,0,1,0,1
1,-0.8763752030205403,-5.752094818429176e-07,0,1,0,1,1,0
1,-0.7870562260741644,-0.7178837516788776,2,1,0,1,1,0
1,-1.055013156913292,0.2558031343740026,0,1,0,1,1,0
2,0.4634094511750977,-0.04268226919373625,2,1,0,1,1,0
2,0.9993233128533529,-1.3096983810175997,2,0,1,1,1,0
1,-0.0725044105031575,1.0610262336339968,1,0,0,1,1,0
1,-0.5190992952350368,-0.5115507035120423,2,1,0,1,1,0
0,-0.2511423643959092,0.322546991409783,2,1,0,0,1,0
2,0.016814566443218378,0.24262623556007173,0,1,0,1,1,0
2,0.9993233128533529,1.6407238451503434,0,1,0,1,1,0
2,0.1954525203359701,1.2380263592237337,1,1,0,1,1,0
2,0.7313663820142253,0.7066249464036642,1,1,0,1,1,0
1,-1.144332133859668,-0.6621970314739175,1,1,0,0,1,0
2,-0.6084182721814126,2.186677137530145,0,1,0,1,1,0
1,0.5527284281214736,1.0934815083213527,2,1,0,0,0,1
1,-0.9656941799669161,-0.6547205736686219,2,0,1,0,1,0
2,1.0886422897997288,-0.33096989889678075,1,1,0,1,1,0
1,-1.3229700877524195,-0.7986638704947148,2,1,0,0,1,0
0,-1.144332133859668,-1.6906826293334276,1,0,1,0,1,0
2,2.4284269439953667,0.5274191225342041,2,1,0,1,0,1
1,0.910004335906977,0.13153924947219348,0,1,0,1,0,1
2,-0.6084182721814126,0.3615047792074917,2,1,0,1,1,0
2,-0.6977372491277886,-1.121841636622472,2,0,1,1,1,0
1,-1.144332133859668,-0.4622805601208225,0,1,0,0,1,0
