,ID,Sex,Marital status,Age,Education,Income,Occupation,Settlement size
357,100000358,Male,Single,26.0,Unknown,153586.0,Management/High qualified employee,Big city
358,100000359,Male,Non-single,28.0,High school,92849.0,Skilled employee/Official,Small city
359,100000360,Female,Non-single,23.0,High school,108539.0,Skilled employee/Official,Big city
360,100000361,Male,Single,61.0,University,129556.0,Skilled employee/Official,Big city
361,100000362,Male,Single,37.0,High school,170146.0,Management/High qualified employee,Small city
362,100000363,Female,Non-single,36.0,High school,,Skilled employee/Official,Medium sized city
363,100000364,Male,Non-single,21.0,High school,,Skilled employee/Official,Big city
364,100000365,Male,Single,25.0,Unknown,43684.0,Unemployed,Small city
365,100000366,Male,Single,36.0,High school,103521.0,Skilled employee/Official,Small city
366,100000367,Male,Single,27.0,Unknown,118499.0,Skilled employee/Official,Mid-sized city
367,100000368,Female,Married,22.0,High school,119684.0,Skilled employee/Official,Medium sized city
368,100000369,Male,Single,42.0,,126586.0,Skilled employee/Official,Mid-sized city
369,100000370,Female,Non-single,40.0,University,136812.0,Skilled employee/Official,Big city
370,100000371,Male,Single,36.0,High school,118277.0,Skilled employee/Official,Mid-sized city
371,100000372,Male,Single,33.0,High school,144597.0,Skilled employee/Official,Mid-sized city
372,100000373,Female,Married,23.0,High school,106043.0,Skilled employee/Official,Small city
373,100000374,Male,Single,63.0,University,,Management/High qualified employee,Big city
374,100000375,Female,Married,60.0,University,309364.0,Management/High qualified employee,Big city
375,100000376,Female,Non-single,37.0,High school,170386.0,Skilled employee/Official,Mid-sized city
376,100000377,Male,Non-single,34.0,High school,112458.0,Skilled employee/Official,Small city
377,100000378,Male,Single,36.0,High school,96840.0,Skilled employee/Official,Mid-sized city
378,100000379,Male,Single,57.0,University,281923.0,Management/High qualified employee,Mid-sized city
379,100000380,Female,Non-single,52.0,University,95551.0,Unemployed,Small city
380,100000381,Male,Single,39.0,High school,112347.0,Skilled employee/Official,Big city
381,100000382,Female,Non-single,38.0,High school,,Management/High qualified employee,Big city
382,100000383,Female,Non-single,25.0,High school,99354.0,Skilled employee/Official,Small city
383,100000384,Male,Single,26.0,Unknown,111509.0,Skilled employee/Official,Big city
384,100000385,Male,Single,26.0,Unknown,105252.0,Unemployed,Small city
385,100000386,Female,Non-single,25.0,High school,108522.0,Skilled employee/Official,Small city
386,100000387,Female,Non-single,21.0,High school,94655.0,Skilled employee/Official,Mid-sized city
387,100000388,Male,Single,40.0,High school,201699.0,Management/High qualified employee,Mid-sized city
388,100000389,Male,Single,27.0,Unknown,139868.0,Skilled employee/Official,Big city
389,100000390,Female,Married,27.0,High school,102543.0,Skilled employee/Official,Mid-sized city
390,100000391,Male,Non-single,,High school,134467.0,Management/High qualified employee,Medium sized city
391,100000392,Female,Non-single,19.0,High school,111187.0,Unemployed,Small city
392,100000393,Male,Single,39.0,High school,152302.0,Management/High qualified employee,Mid-sized city
393,100000394,Female,Non-single,31.0,High school,110610.0,Skilled employee/Official,Big city
394,100000395,Male,Single,31.0,Unknown,137827.0,Management/High qualified employee,Big city
395,100000396,Male,Single,32.0,Unknown,220923.0,Skilled employee/Official,Big city
396,100000397,Female,Married,55.0,University,165717.0,Management/High qualified employee,Big city
397,100000398,Male,Non-single,46.0,University,122299.0,Skilled employee/Official,Small city
398,100000399,Male,Non-single,46.0,University,,Skilled employee/Official,Small city
399,100000400,Female,Married,43.0,University,126449.0,Unemployed,Small city
400,100000401,Male,Non-single,39.0,High school,108315.0,Skilled employee/Official,Big city
401,100000402,Male,Married,28.0,High school,112515.0,Skilled employee/Official,Mid-sized city
402,100000403,Male,Single,27.0,Unknown,164559.0,Skilled employee/Official,Mid-sized city
403,100000404,Male,Single,27.0,Unknown,59238.0,Unemployed,Small city
404,100000405,Male,Single,43.0,High school,131133.0,Skilled employee/Official,Small city
405,100000406,Male,Non-single,22.0,High school,,Skilled employee/Official,Small city
406,100000407,Male,Single,43.0,High school,115393.0,Skilled employee/Official,Mid-sized city
407,100000408,Male,Non-single,27.0,High school,94711.0,Skilled employee/Official,Big city
408,100000409,Male,Non-single,26.0,High school,171860.0,Management/High qualified employee,Small city
409,100000410,Male,Non-single,28.0,High school,139414.0,Skilled employee/Official,Big city
410,100000411,Female,Non-single,20.0,High school,110931.0,Skilled employee/Official,Mid-sized city
411,100000412,Male,Single,35.0,High school,187549.0,Management/High qualified employee,Big city
412,100000413,Male,Single,42.0,High school,145508.0,Management/High qualified employee,Small city
413,100000414,Male,Single,40.0,High school,104240.0,Unemployed,Small city
414,100000415,Female,Non-single,35.0,High school,108272.0,Skilled employee/Official,Mid-sized city
415,100000416,Male,Single,35.0,High school,,Skilled employee/Official,Big city
416,100000417,Male,Single,33.0,High school,,Unemployed,Small city
417,100000418,Female,Married,23.0,High school,166763.0,Skilled employee/Official,Medium sized city
418,100000419,Female,Non-single,31.0,,175530.0,Management/High qualified employee,Mid-sized city
419,100000420,Female,Married,33.0,High school,112422.0,Skilled employee/Official,Mid-sized city
420,100000421,Female,Non-single,20.0,High school,154134.0,Skilled employee/Official,Big city
421,100000422,Male,Single,30.0,Unknown,112401.0,Skilled employee/Official,Mid-sized city
422,100000423,Male,Single,47.0,High school,85690.0,Unemployed,Small city
423,100000424,Male,Single,34.0,High school,,Management/High qualified employee,Big city
424,100000425,Female,Non-single,25.0,High school,122552.0,Skilled employee/Official,Big city
425,100000426,Male,Non-single,21.0,High school,115494.0,Skilled employee/Official,Big city
426,100000427,Male,Single,29.0,Unknown,109467.0,Skilled employee/Official,Small city
427,100000428,Male,Single,,High school,148226.0,Skilled employee/Official,Big city
428,100000429,Male,Single,20.0,Unknown,88559.0,Skilled employee/Official,Mid-sized city
429,100000430,Female,Non-single,55.0,University,62393.0,Unemployed,Small city
430,100000431,Male,Single,74.0,University,122133.0,Unemployed,Small city
431,100000432,Male,Single,29.0,Unknown,230883.0,Management/High qualified employee,Big city
432,100000433,Male,Single,,High school,136689.0,Management/High qualified employee,Big city
433,100000434,Male,Non-single,33.0,High school,109145.0,Skilled employee/Official,Small city
434,100000435,Male,Single,25.0,Unknown,100449.0,Skilled employee/Official,Big city
435,100000436,Male,Married,25.0,High school,106253.0,Skilled employee/Official,Small city
436,100000437,Male,Non-single,23.0,High school,84747.0,Unemployed,Mid sized city
437,100000438,Female,Married,37.0,High school,149465.0,Skilled employee/Official,Mid-sized city
438,100000439,Male,Single,65.0,University,84435.0,Unemployed,Small city
439,100000440,Female,Non-single,26.0,High school,,Unemployed,Small city
440,100000441,Male,Single,39.0,High school,139198.0,Management/High qualified employee,Mid-sized city
441,100000442,Female,Non-single,30.0,High school,106577.0,Skilled employee/Official,Mid-sized city
442,100000443,Male,Single,29.0,Unknown,117372.0,Skilled employee/Official,Big city
443,100000444,Male,Single,41.0,High school,69609.0,Unemployed,Small city
444,100000445,Female,Non-single,30.0,High school,178947.0,Management/High qualified employee,Big city
445,100000446,Female,Non-single,41.0,University,81743.0,Unemployed,Small city
446,100000447,Female,Married,34.0,High school,111900.0,Skilled employee/Official,Mid-sized city
447,100000448,Male,Single,35.0,High school,121650.0,Skilled employee/Official,Small city
448,100000449,Female,Non-single,55.0,University,172639.0,Management/High qualified employee,Big city
449,100000450,Male,Married,61.0,University,175740.0,Skilled employee/Official,Mid-sized city
450,100000451,Male,Single,30.0,Unknown,,Management/High qualified employee,Big city
451,100000452,Female,Non-single,29.0,High school,95200.0,Skilled employee/Official,Mid-sized city
452,100000453,Male,Single,34.0,High school,113609.0,Skilled employee/Official,Mid-sized city
453,100000454,Male,Single,35.0,High school,143552.0,Management/High qualified employee,Big city
454,100000455,Male,Single,31.0,Unknown,130973.0,Skilled employee/Official,
455,100000456,Female,Non-single,29.0,High school,145946.0,Management/High qualified employee,Medium sized city
456,100000457,Male,Single,36.0,High school,126206.0,Skilled employee/Official,Mid-sized city
457,100000458,Male,Single,35.0,High school,120426.0,Skilled employee/Official,Small city
458,100000459,Female,Non-single,27.0,High school,91925.0,Skilled employee/Official,Big city
459,100000460,Male,Single,32.0,Unknown,129630.0,Skilled employee/Official,Big city
460,100000461,Male,Single,37.0,High school,,Skilled employee/Official,Big city
461,100000462,Male,Single,36.0,High school,105240.0,Skilled employee/Official,Mid-sized city
462,100000463,Female,Non-single,34.0,High school,162180.0,Management/High qualified employee,Small city
463,100000464,Male,Single,38.0,High school,106552.0,Skilled employee/Official,Big city
464,100000465,Male,Single,34.0,High school,105843.0,Skilled employee/Official,Big city
465,100000466,Male,Single,63.0,University,138327.0,Skilled employee/Official,Mid-sized city
466,100000467,Female,Married,29.0,High school,76154.0,Unemployed,Small city
467,100000468,Male,Single,32.0,Unknown,,Skilled employee/Official,Mid-sized city
468,100000469,Female,Non-single,26.0,High school,114369.0,Skilled employee/Official,Mid-sized city
469,100000470,Male,Single,35.0,High school,102839.0,Unemployed,Small city
470,100000471,Male,Non-single,22.0,High school,132796.0,Skilled employee/Official,Small city
471,100000472,Female,Non-single,23.0,High school,89742.0,Skilled employee/Official,Big city
472,100000473,Male,Single,28.0,Unknown,58615.0,Unemployed,Small city
473,100000474,Male,Single,36.0,High school,130603.0,Management/High qualified employee,Big city
474,100000475,Male,Non-single,33.0,High school,110340.0,Skilled employee/Official,Small city
475,100000476,Female,Non-single,26.0,High school,,Skilled employee/Official,Medium sized city
476,100000477,Male,Single,24.0,Unknown,130808.0,Skilled employee/Official,Small city
477,100000478,Male,Single,25.0,Unknown,147402.0,Skilled employee/Official,Big city
478,100000479,Male,Single,39.0,High school,93567.0,Unemployed,Small city
479,100000480,Male,Single,44.0,High school,109289.0,Skilled employee/Official,Mid-sized city
480,100000481,Female,Non-single,23.0,High school,98742.0,Unemployed,Small city
481,100000482,Male,Single,26.0,Unknown,101270.0,Skilled employee/Official,Small city
482,100000483,Female,Non-single,57.0,University,187835.0,Skilled employee/Official,Mid-sized city
483,100000484,Female,Non-single,30.0,High school,140741.0,Skilled employee/Official,Small city
484,100000485,Male,Single,44.0,High school,133265.0,Skilled employee/Official,Big city
485,100000486,Male,Single,47.0,High school,148100.0,Management/High qualified employee,Big city
486,100000487,Male,Single,52.0,High school,131021.0,Skilled employee/Official,Big city
487,100000488,Female,Non-single,62.0,University,152620.0,Skilled employee/Official,Big city
488,100000489,Male,Single,35.0,High school,85033.0,Unemployed,Small city
489,100000490,Male,Single,26.0,Unknown,114514.0,Skilled employee/Official,Mid-sized city
490,100000491,Male,Single,26.0,Unknown,99307.0,Skilled employee/Official,Mid-sized city
491,100000492,Female,Non-single,42.0,University,219451.0,Management/High qualified employee,Big city
492,100000493,Female,Non-single,27.0,High school,114007.0,Skilled employee/Official,Small city
493,100000494,Male,Single,38.0,High school,102846.0,Skilled employee/Official,Small city
494,100000495,Male,Single,39.0,High school,,Unemployed,Small city
495,100000496,Male,Non-single,20.0,High school,107779.0,Skilled employee/Official,Big city
496,100000497,Male,Single,29.0,Unknown,222360.0,Management/High qualified employee,Big city
497,100000498,Male,Single,40.0,High school,107125.0,Skilled employee/Official,Small city
498,100000499,Male,Non-single,32.0,High school,80080.0,Unemployed,Small city
499,100000500,Male,Non-single,28.0,High school,129600.0,Skilled employee/Official,Small city
500,100000501,Female,Non-single,,High school,,Skilled employee/Official,Mid-sized city
501,100000502,Male,Single,42.0,High school,146237.0,Skilled employee/Official,Mid-sized city
502,100000503,Male,Non-single,49.0,University,144461.0,Skilled employee/Official,Big city
503,100000504,Male,Single,38.0,High school,124487.0,Skilled employee/Official,Small city
504,100000505,Female,Non-single,24.0,High school,,Skilled employee/Official,Small city
505,100000506,Male,Single,27.0,Unknown,64105.0,Unemployed,Small city
506,100000507,Male,Single,36.0,High school,156374.0,Skilled employee/Official,Big city
507,100000508,Male,Single,34.0,High school,205383.0,Management/High qualified employee,Big city
508,100000509,Male,Non-single,28.0,High school,98964.0,Skilled employee/Official,Medium sized city
509,100000510,Male,Single,45.0,High school,221842.0,Management/High qualified employee,Big city
510,100000511,Male,Single,26.0,Unknown,88027.0,Skilled employee/Official,Big city
511,100000512,Male,Single,32.0,Unknown,160513.0,Management/High qualified employee,Big city
512,100000513,Male,Single,26.0,Unknown,124536.0,Skilled employee/Official,Big city
513,100000514,Male,Non-single,,High school,93634.0,Skilled employee/Official,Medium sized city
514,100000515,Male,Single,54.0,High school,124725.0,Skilled employee/Official,Small city
515,100000516,Female,Non-single,37.0,High school,102456.0,Skilled employee/Official,Small city
516,100000517,Male,Single,40.0,High school,74975.0,Unemployed,Small city
517,100000518,Female,Non-single,23.0,High school,,Skilled employee/Official,Medium sized city
518,100000519,Male,Single,43.0,High school,119351.0,Skilled employee/Official,Big city
519,100000520,Male,Single,36.0,High school,95438.0,Skilled employee/Official,Big city
520,100000521,Male,Single,44.0,High school,147967.0,Skilled employee/Official,Big city
521,100000522,Female,Non-single,24.0,High school,116863.0,Skilled employee/Official,
522,100000523,Male,Single,53.0,High school,170622.0,Skilled employee/Official,Mid-sized city
523,100000524,Female,Non-single,23.0,,132426.0,Skilled employee/Official,Mid-sized city
524,100000525,Female,Non-single,26.0,High school,77519.0,Unemployed,Small city
525,100000526,Male,Single,30.0,,,Skilled employee/Official,Big city
526,100000527,Female,Non-single,31.0,High school,120030.0,Skilled employee/Official,Small city
527,100000528,Male,Single,42.0,High school,77933.0,Unemployed,Small city
528,100000529,Male,Non-single,31.0,High school,109892.0,Skilled employee/Official,Mid-sized city
529,100000530,Male,Single,41.0,High school,69062.0,Unemployed,Small city
530,100000531,Male,Single,32.0,Unknown,116348.0,Skilled employee/Official,Small city
531,100000532,Female,,28.0,,137188.0,Skilled employee/Official,Mid-sized city
532,100000533,Male,Non-single,41.0,High school,110199.0,Skilled employee/Official,Small city
533,100000534,Male,Non-single,26.0,High school,109890.0,Skilled employee/Official,Mid-sized city
534,100000535,Male,Single,25.0,Unknown,109751.0,Skilled employee/Official,Big city
535,100000536,Male,Non-single,33.0,High school,129651.0,Skilled employee/Official,Mid-sized city
536,100000537,Female,Non-single,75.0,Graduate school,170113.0,Management/High qualified employee,Mid-sized city
537,100000538,Female,Non-single,37.0,,140285.0,Skilled employee/Official,Mid-sized city
538,100000539,Male,Single,42.0,High school,,Management/High qualified employee,Big city
539,100000540,Female,Non-single,45.0,University,,Unemployed,Small city
540,100000541,Male,Non-single,23.0,High school,105137.0,Skilled employee/Official,Mid-sized city
541,100000542,Male,Single,60.0,University,127371.0,Skilled employee/Official,Small city
542,100000543,Male,Single,31.0,Unknown,145689.0,Skilled employee/Official,Small city
543,100000544,Male,Single,34.0,High school,,Unemployed,Mid-sized city
544,100000545,Male,Single,61.0,University,90709.0,Unemployed,Small city
545,100000546,Male,Single,433.0,High school,107099.0,Skilled employee/Official,Mid-sized city
546,100000547,Female,Non-single,37.0,High school,116021.0,Skilled employee/Official,Big city
547,100000548,Male,Single,32.0,Unknown,100426.0,Skilled employee/Official,Big city
548,100000549,Female,Married,24.0,High school,62249.0,Unemployed,Small city
549,100000550,Male,Single,35.0,High school,172957.0,Skilled employee/Official,Mid-sized city
550,100000551,Female,Non-single,23.0,High school,95003.0,Skilled employee/Official,Mid-sized city
551,100000552,Male,Single,45.0,High school,109698.0,Unemployed,Small city
552,100000553,Male,Married,,High school,157376.0,Skilled employee/Official,Mid sized city
553,100000554,Male,Single,27.0,Unknown,123191.0,Skilled employee/Official,Big city
554,100000555,Female,Non-single,67.0,Graduate school,171052.0,Management/High qualified employee,Small city
555,100000556,Male,Single,22.0,Unknown,99328.0,Skilled employee/Official,Small city
556,100000557,Female,Non-single,28.0,High school,133799.0,Skilled employee/Official,Big city
557,100000558,Female,Non-single,29.0,High school,138256.0,Skilled employee/Official,Big city
558,100000559,Male,Single,27.0,Unknown,115638.0,Skilled employee/Official,Small city
559,100000560,Male,Single,31.0,Unknown,82238.0,Unemployed,Small city
560,100000561,Male,Single,49.0,High school,127543.0,Skilled employee/Official,Mid-sized city
561,100000562,Male,Single,24.0,Unknown,63987.0,Unemployed,Small city
562,100000563,Female,Non-single,29.0,High school,114784.0,Skilled employee/Official,Small city
563,100000564,Male,Single,37.0,High school,217450.0,Skilled employee/Official,Mid-sized city
564,100000565,Male,Single,37.0,High school,173751.0,Management/High qualified employee,Big city
565,100000566,Female,Non-single,23.0,High school,,Skilled employee/Official,Small city
566,100000567,Male,Non-single,36.0,,104953.0,Skilled employee/Official,Mid sized city
567,100000568,Male,Single,34.0,High school,152371.0,Skilled employee/Official,Mid-sized city
568,100000569,Male,Single,41.0,High school,139905.0,Skilled employee/Official,Small city
569,100000570,Female,Married,31.0,High school,,Skilled employee/Official,Mid-sized city
570,100000571,Female,Non-single,23.0,High school,86488.0,Unemployed,Small city
571,100000572,Male,Single,38.0,High school,147472.0,Skilled employee/Official,Small city
572,100000573,Female,Non-single,26.0,High school,169991.0,Management/High qualified employee,Small city
573,100000574,Female,Non-single,22.0,High school,62381.0,Unemployed,Small city
574,100000575,Male,Single,27.0,Unknown,70926.0,Unemployed,Small city
575,100000576,Female,Non-single,24.0,High school,113004.0,Skilled employee/Official,Mid-sized city
576,100000577,Female,Married,27.0,High school,125760.0,Skilled employee/Official,Small city
577,100000578,Female,Non-single,33.0,High school,111918.0,Skilled employee/Official,Big city
578,100000579,Male,Non-single,27.0,High school,120674.0,Skilled employee/Official,Mid-sized city
579,100000580,Male,Non-single,27.0,High school,63597.0,Unemployed,Small city
580,100000581,Male,Single,30.0,Unknown,103069.0,Skilled employee/Official,Mid-sized city
581,100000582,Male,Single,49.0,High school,108079.0,Unemployed,Small city
582,100000583,Female,Non-single,26.0,High school,101159.0,Skilled employee/Official,Mid-sized city
583,100000584,Male,Single,33.0,High school,88211.0,Unemployed,Small city
584,100000585,Female,Non-single,,University,159052.0,Management/High qualified employee,Mid-sized city
585,100000586,Female,Non-single,20.0,High school,102623.0,Skilled employee/Official,Big city
586,100000587,Male,Single,36.0,High school,115589.0,Skilled employee/Official,Small city
587,100000588,Male,Single,21.0,Unknown,59127.0,Unemployed,Small city
588,100000589,Male,Non-single,47.0,University,82240.0,Unemployed,Small city
589,100000590,Male,Single,60.0,University,129425.0,Skilled employee/Official,Mid-sized city
590,100000591,Female,,58.0,University,,Unemployed,Small city
591,100000592,Female,Married,42.0,University,128462.0,Skilled employee/Official,Big city
592,100000593,Female,Non-single,36.0,High school,121403.0,Unemployed,Small city
593,100000594,Female,Non-single,20.0,High school,,Unemployed,Small city
594,100000595,Male,Single,40.0,High school,134946.0,Management/High qualified employee,Big city
595,100000596,Female,Non-single,32.0,High school,94058.0,Unemployed,Medium sized city
596,100000597,Female,Non-single,,High school,99285.0,Skilled employee/Official,Mid-sized city
597,100000598,Male,Single,36.0,High school,108432.0,Unemployed,Small city
598,100000599,Male,Single,31.0,Unknown,111369.0,Skilled employee/Official,Small city
599,100000600,Male,Single,32.0,Unknown,122612.0,Skilled employee/Official,Big city
600,100000601,Female,Non-single,45.0,University,134350.0,Skilled employee/Official,Small city
601,100000602,Female,Non-single,30.0,High school,108838.0,Skilled employee/Official,Big city
602,100000603,Female,Non-single,34.0,High school,90852.0,,Small city
603,100000604,Female,Non-single,28.0,High school,151580.0,Management/High qualified employee,Big city
604,100000605,Female,Non-single,23.0,,115681.0,Skilled employee/Official,Mid sized city
605,100000606,Male,Single,22.0,Unknown,131699.0,Skilled employee/Official,Mid-sized city
606,100000607,Male,Single,74.0,University,192481.0,Management/High qualified employee,Mid-sized city
607,100000608,Female,Non-single,50.0,University,155122.0,Skilled employee/Official,Big city
608,100000609,Male,Single,33.0,High school,106015.0,Skilled employee/Official,Big city
609,100000610,Male,Single,45.0,High school,108378.0,Skilled employee/Official,Small city
610,100000611,Female,Non-single,22.0,,105257.0,Skilled employee/Official,Mid-sized city
611,100000612,Female,Non-single,48.0,University,118788.0,Unemployed,Small city
612,100000613,Female,Non-single,29.0,High school,162955.0,Skilled employee/Official,Big city
613,100000614,Female,Non-single,22.0,High school,119511.0,Skilled employee/Official,Big city
614,100000615,Female,Non-single,22.0,High school,102000.0,Skilled employee/Official,Small city
615,100000616,Male,Single,48.0,High school,254449.0,Management/High qualified employee,Mid-sized city
616,100000617,Male,Single,27.0,Unknown,,Management/High qualified employee,Big city
617,100000618,Male,Single,37.0,High school,124805.0,Skilled employee/Official,Small city
618,100000619,Female,Non-single,21.0,High school,,Skilled employee/Official,Small city
619,100000620,Male,Married,49.0,University,78296.0,Unemployed,Small city
620,100000621,Male,Single,27.0,Unknown,125598.0,Skilled employee/Official,Mid-sized city
621,100000622,Male,Single,32.0,Unknown,100215.0,Skilled employee/Official,Big city
622,100000623,Male,Non-single,38.0,High school,,Skilled employee/Official,
623,100000624,Female,Non-single,22.0,High school,102480.0,Skilled employee/Official,Big city
624,100000625,Male,,65.0,University,136812.0,Skilled employee/Official,Mid-sized city
625,100000626,Male,Single,35.0,High school,106919.0,Skilled employee/Official,Mid-sized city
626,100000627,Male,Single,41.0,High school,,Skilled employee/Official,Big city
627,100000628,Male,Single,29.0,Unknown,119429.0,Skilled employee/Official,Mid-sized city
628,100000629,Male,Single,36.0,High school,154521.0,Skilled employee/Official,Mid-sized city
629,100000630,Male,Single,,University,117842.0,Unemployed,Small city
630,100000631,Female,Non-single,28.0,High school,124566.0,Skilled employee/Official,Big city
631,100000632,Male,Single,44.0,High school,110009.0,Skilled employee/Official,Big city
632,100000633,Male,Single,23.0,Unknown,101210.0,Skilled employee/Official,Mid-sized city
633,100000634,Female,Non-single,19.0,High school,101258.0,Skilled employee/Official,Small city
634,100000635,Female,Non-single,25.0,High school,79045.0,Unemployed,Small city
635,100000636,Male,Single,47.0,High school,,Skilled employee/Official,Small city
636,100000637,Female,Non-single,28.0,High school,,Skilled employee/Official,Big city
637,100000638,Male,Single,21.0,Unknown,227021.0,Skilled employee/Official,Mid-sized city
638,100000639,Female,Non-single,34.0,High school,108549.0,Skilled employee/Official,Mid-sized city
639,100000640,Male,Single,26.0,Unknown,,Skilled employee/Official,Small city
640,100000641,Female,Non-single,27.0,High school,35832.0,Unemployed,Small city
641,100000642,Male,Single,38.0,High school,81870.0,Unemployed,Small city
642,100000643,Male,Single,40.0,High school,,Management/High qualified employee,Big city
643,100000644,Male,Non-single,,High school,107158.0,Skilled employee/Official,Mid-sized city
644,100000645,Male,Non-single,32.0,High school,136638.0,Management/High qualified employee,Mid-sized city
645,100000646,Male,Single,27.0,Unknown,158147.0,Skilled employee/Official,Big city
646,100000647,Male,Non-single,32.0,High school,132587.0,Skilled employee/Official,Big city
647,100000648,Female,Non-single,26.0,High school,128140.0,Skilled employee/Official,Big city
648,100000649,Male,Single,38.0,High school,117405.0,Skilled employee/Official,Mid-sized city
649,100000650,Male,Single,40.0,High school,,Unemployed,Small city
650,100000651,Male,Single,50.0,High school,201656.0,Management/High qualified employee,Big city
651,100000652,Male,Single,37.0,High school,,Unemployed,Small city
652,100000653,Male,Single,45.0,High school,118006.0,Skilled employee/Official,Mid-sized city
653,100000654,Male,Single,42.0,High school,223630.0,Management/High qualified employee,Big city
654,100000655,Male,Single,35.0,High school,110442.0,Skilled employee/Official,Small city
655,100000656,Male,Single,22.0,Unknown,,Skilled employee/Official,Big city
656,100000657,Male,Single,,High school,80232.0,Unemployed,Small city
657,100000658,Male,Single,37.0,High school,,Skilled employee/Official,Mid-sized city
658,100000659,Female,Non-single,,High school,138952.0,Skilled employee/Official,Mid-sized city
659,100000660,Male,Single,41.0,High school,,Skilled employee/Official,Big city
660,100000661,Male,Non-single,23.0,High school,111862.0,Skilled employee/Official,Mid-sized city
661,100000662,Male,Non-single,23.0,High school,90051.0,Skilled employee/Official,Mid-sized city
662,100000663,Male,Single,50.0,High school,121400.0,Skilled employee/Official,Mid-sized city
663,100000664,Male,Single,35.0,High school,137000.0,Management/High qualified employee,Big city
664,100000665,Female,Non-single,50.0,University,,Unemployed,Small city
665,100000666,Male,Single,27.0,Unknown,172153.0,Management/High qualified employee,Big city
666,100000667,Male,Single,34.0,High school,170184.0,Skilled employee/Official,Mid-sized city
667,100000668,Female,Non-single,27.0,High school,123279.0,Skilled employee/Official,Mid-sized city
668,100000669,Male,Single,43.0,High school,140795.0,Skilled employee/Official,Small city
669,100000670,Male,Single,47.0,High school,144456.0,Skilled employee/Official,Small city
670,100000671,Male,Single,27.0,Unknown,104773.0,Unemployed,Small city
671,100000672,Male,Single,31.0,Unknown,153353.0,Skilled employee/Official,Mid-sized city
672,100000673,Male,Single,42.0,High school,223018.0,Management/High qualified employee,Mid-sized city
673,100000674,Male,Non-single,24.0,High school,129177.0,Skilled employee/Official,Big city
674,100000675,Male,Single,41.0,High school,,Unemployed,Mid-sized city
675,100000676,Female,Non-single,26.0,High school,161323.0,Management/High qualified employee,Mid-sized city
676,100000677,Male,Single,33.0,High school,135765.0,Skilled employee/Official,Big city
677,100000678,Male,Non-single,24.0,High school,158421.0,Skilled employee/Official,Small city
678,100000679,Male,Single,64.0,University,103941.0,Unemployed,Small city
679,100000680,Female,Non-single,2.0,High school,101783.0,Skilled employee/Official,Big city
680,100000681,Female,Non-single,56.0,University,126531.0,Skilled employee/Official,Mid-sized city
681,100000682,Male,Single,37.0,High school,111394.0,Skilled employee/Official,Mid-sized city
682,100000683,Male,Non-single,33.0,High school,,Skilled employee/Official,Big city
683,100000684,Male,Non-single,47.0,University,149545.0,Skilled employee/Official,Mid-sized city
684,100000685,Male,Single,31.0,Unknown,171857.0,Unemployed,Small city
685,100000686,Male,Single,34.0,High school,149782.0,Skilled employee/Official,Mid-sized city
686,100000687,Male,Single,27.0,Unknown,112470.0,Skilled employee/Official,Mid-sized city
687,100000688,Male,Single,30.0,Unknown,133907.0,Skilled employee/Official,Big city
688,100000689,Male,Single,35.0,High school,127849.0,Skilled employee/Official,Mid-sized city
689,100000690,Male,Single,31.0,Unknown,,Skilled employee/Official,Big city
690,100000691,Male,Non-single,25.0,High school,92366.0,Skilled employee/Official,Big city
691,100000692,Female,Non-single,25.0,High school,104794.0,Unemployed,Medium sized city
692,100000693,Male,Single,29.0,Unknown,133436.0,Skilled employee/Official,Mid-sized city
693,100000694,Male,Single,44.0,High school,110374.0,Unemployed,Small city
694,100000695,Male,Single,28.0,Unknown,104263.0,Skilled employee/Official,Mid-sized city
695,100000696,Male,Single,50.0,High school,138752.0,Skilled employee/Official,Small city
696,100000697,Male,Single,29.0,Unknown,102723.0,Skilled employee/Official,Small city
697,100000698,Female,Non-single,38.0,High school,46297.0,Unemployed,Small city
698,100000699,Male,Single,24.0,Unknown,96425.0,Skilled employee/Official,Mid-sized city
699,100000700,Male,,40.0,High school,158197.0,Management/High qualified employee,Mid-sized city
700,100000701,Female,Married,29.0,High school,98008.0,Unemployed,Small city
701,100000702,Male,Single,46.0,High school,157473.0,Skilled employee/Official,Small city
702,100000703,Female,Married,47.0,University,149306.0,Skilled employee/Official,Small city
703,100000704,Male,Single,41.0,High school,139236.0,Skilled employee/Official,Mid-sized city
704,100000705,Female,Non-single,32.0,High school,125890.0,Skilled employee/Official,Big city
705,100000706,Female,Non-single,35.0,High school,173124.0,Skilled employee/Official,Mid-sized city
706,100000707,Male,Single,24.0,Unknown,164621.0,Skilled employee/Official,Mid-sized city
707,100000708,Female,Non-single,25.0,High school,124539.0,Skilled employee/Official,Mid-sized city
708,100000709,Female,Non-single,25.0,High school,107614.0,Skilled employee/Official,Mid-sized city
709,100000710,Male,Single,37.0,High school,88849.0,Unemployed,Small city
710,100000711,Male,Single,32.0,Unknown,148566.0,Management/High qualified employee,Big city
711,100000712,Female,Non-single,35.0,High school,,Skilled employee/Official,Big city
712,100000713,Male,Single,46.0,High school,150465.0,Management/High qualified employee,Mid-sized city
713,100000714,Male,Single,25.0,Unknown,60868.0,Unemployed,Small city
714,100000715,Male,Single,27.0,,255198.0,Management/High qualified employee,Big city
715,100000716,Male,Single,63.0,University,183178.0,Skilled employee/Official,Mid-sized city
